Name;Rechtsform;Strasse;PLZ;Ort;Bundesland;Telefon;Email;Website;MastrNummer;TAB_Niederspannung_Link;TAB_Typ;TAB_Stand;TAB_Ergaenzung_Link;Anmeldeportal;Planauskunft_Link;Link_geprueft;Link_Status;Quelle;Recherche_Datum;Anmerkung
Stadtwerke Mühlheim am Main GmbH;GmbH;Dietesheimer Straße 70;63165;Mühlheim;HE;+49 (06108) 6005-0;info@stadtwerke-muehlheim.de;https://www.stadtwerke-muehlheim.de;SNB986042567117;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB986042567117);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Munster-Bispingen GmbH;GmbH;Rehrhofer Weg 127-133;29633;Munster;NI;+49 (05192) 9813-0;info@ihr-stadtwerk.de;https://www.ihr-stadtwerk.de;SNB973056451075;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB973056451075);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Nettetal GmbH;GmbH;Leuther Straße 25;41334;Nettetal;NRW;+4921571205114;peter.klocke@stadtwerke-nettetal.de;https://www.stadtwerke-nettetal.de;SNB985347645049;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB985347645049);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Neuffen AG;AG;Bahnhofstraße 32;72639;Neuffen;BW;+49(7025)900310;kontakt@stadtwerke-neuffen-ag.de;https://www.stadtwerke-neuffen-ag.de;SNB924181641435;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB924181641435);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Neu-Isenburg GmbH;GmbH;Schleussnerstraße 62;63263;Neu-Isenburg;HE;06102/2460;netznutzung-strom@swni.de;https://www.swni.de;SNB960797798422;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB960797798422);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Neuruppin GmbH;GmbH;Heinrich-Rau-Straße 3;16816;Neuruppin;BB;+49(03391)511614;friedrich@swn.aov.de;https://www.swn.de;SNB920348005966;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB920348005966);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Neustadt an der Orla GmbH;GmbH;Ernst-Thälmann-Straße 18;07806;Neustadt;TH;036481 247-0;info@stadtwerke-neustadt-orla.de;https://www.stadtwerke-neustadt-orla.de;SNB931294328658;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB931294328658);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Neustadt an der Weinstraße GmbH;GmbH;Schlachthofstraße 60;67433;Neustadt;RP;06321/402230;eeg-team@swneustadt.de;https://www.SWNeustadt.de;SNB942305388936;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB942305388936);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Neustrelitz GmbH;GmbH;Wilhelm-Stolte-Straße 90;17235;Neustrelitz;MV;03981/474-306;bilanz@stadtwerke-neustrelitz.de;https://www.stadtwerke-neustrelitz.de;SNB914630088973;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB914630088973);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Niesky GmbH;GmbH;Hausmannstraße 10;02906;Niesky;SN;03588 25320;info@stadtwerke-niesky.de;https://www.stadtwerke-niesky.de;SNB961943991735;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB961943991735);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Norderney GmbH;GmbH;Jann-Berghaus-Straße 34;26548;Norderney;NI;04932879-24;carsten.schoolmann@stadtwerke-norderney.de;https://www.stadtwerke-norderney.de;SNB932374739180;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB932374739180);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Nürtingen GmbH;GmbH;Porschestraße 5;72622;Nürtingen;BW;07022406332;martina.weindl@sw-nuertingen.de;https://www.sw-nuertingen.de;SNB948186469375;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB948186469375);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Oberkirch GmbH;GmbH;Appenweierer Straße 54;77704;Oberkirch;BW;07802-9178-0;kundenservice@sw-oberkirch.de;https://www.stadtwerke-oberkirch.de;SNB963821222269;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB963821222269);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Oelsnitz/V. GmbH;GmbH;Boxbachweg 2;08606;Oelsnitz;SN;037421 /40836;netzabrechnung@swoe.de;https://www.swoe.de;SNB941314694489;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB941314694489);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Oerlinghausen GmbH;GmbH;Rathausstraße 23;33813;Oerlinghausen;NRW;05202-49090;info@sw-oe.de;https://www.stadtwerke-oerlinghausen.de;SNB967490557615;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB967490557615);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Olbernhau GmbH;GmbH;Am Alten Gaswerk 1;09526;Olbernhau;SN;037360/660051;info@stadtwerke-olbernhau.de;https://www.stadtwerke-olbernhau.de;SNB991836941189;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB991836941189);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Oranienburg GmbH;GmbH;Klagenfurter Straße 41;16515;Oranienburg;BB;+49 (3301) 608-600;metering@stadtwerke-oranienburg.de;https://www.stadtwerke-oranienburg.de;SNB951105240061;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB951105240061);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Parchim GmbH;GmbH;Ostring 38;19370;Parchim;MV;+49 (03871) 623564;Ariane.Sass@Stadtwerke-Parchim.de;https://www.stadtwerke-parchim.de;SNB999125588145;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB999125588145);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Pasewalk GmbH;GmbH;An den Stadtwerken 2;17309;Pasewalk;MV;+49 (03973) 2054610;netznutzung@stadtwerke-pasewalk.de;https://www.Stadtwerke-Pasewalk.de;SNB961833910969;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB961833910969);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Pritzwalk GmbH;GmbH;Gartenstraße 8;16928;Pritzwalk;BB;03395 3056 801;netznutzung@sw-pritzwalk.de;https://www.sw-pritzwalk.de;SNB922354559020;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB922354559020);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Quedlinburg GmbH;GmbH;Rathenaustraße 9;06484;Quedlinburg;ST;03946/9713;infostadtwerke@sw-qlb.de;https://www.stadtwerke-quedlinburg.de;SNB970223838288;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB970223838288);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Radevormwald GmbH;GmbH;Am Gaswerk 13;42477;Radevormwald;NRW;02195-91 31 54;o.sieberg@s-w-r.de;https://www.s-w-r.de;SNB964262506406;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB964262506406);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Radolfzell GmbH;GmbH;Herrenlandstraße 29;78315;Radolfzell;BW;07732/8008-0;info@stadtwerke-radolfzell.de;https://www.stadtwerke-radolfzell.de;SNB974041045040;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB974041045040);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Ramstein-Miesenbach GmbH;GmbH;Am Neuen Markt 8;66877;Ramstein-Miesenbach;RP;+49 (6371) 592330;netz-reg@stadtwerke-ramstein.de;https://www.Stadtwerke-Ramstein.de;SNB987569421388;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB987569421388);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Reichenbach/Vogtland GmbH;GmbH;Roßplatz 13;08468;Reichenbach;SN;+49 3765 7817 512;kessler-wagner@swrc.de;https://www.swrc.de;SNB959567240391;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB959567240391);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
stadtwerker Versorgungs GmbH [eh. Stadtwerke Rhede GmbH];GmbH;Krommerter Weg 13;46414;Rhede;NRW;+49 2872 937 229;netznutzung@stadtwerke-rhede.de;n/a;SNB979326623005;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB979326623005);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Rinteln GmbH;GmbH;Bahnhofsweg 6;31737;Rinteln;NI;05751/700-43;markus.maier@stadtwerke-rinteln.de;https://www.stadtwerke-rinteln.de;SNB924409922308;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB924409922308);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Rotenburg (Wümme) GmbH;GmbH;Mittelweg 19;27356;Rotenburg;NI;04261-675-8917;netzvertrieb@stadtwerke-rotenburg.de;https://www.stadtwerke-rotenburg.de;SNB976170444053;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB976170444053);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Röthenbach a.d. Pegnitz GmbH;GmbH;Friedrichsplatz 19;90552;Röthenbach;BY;09119575216;Waldemar.Munkert@stw-roethenbach.de;https://www.stadtwerke-roethenbach.de;SNB928770158397;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB928770158397);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Sangerhausen GmbH;GmbH;Alban-Hess-Straße 29;06526;Sangerhausen;ST;+049 (03464) 558100;info@stadtwerke-sangerhausen.de;https://www.stadtwerke-sangerhausen.de;SNB922861338965;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB922861338965);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schifferstadt;Eigenbetrieb;Mühlstraße 18;67105;Schifferstadt;RP;06235-4901-0;info@sw-schifferstadt.de;https://www.sw-schifferstadt.de;SNB924685554682;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB924685554682);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schkeuditz GmbH;GmbH;Edisonstraße 36;04435;Schkeuditz;SN;+49 3420473540;netzbetreiber@stadtwerke-schkeuditz.de;https://www.stadtwerke-schkeuditz.de;SNB942159258331;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB942159258331);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schlitz;Eigenbetrieb;An der Kirche 4;36110;Schlitz;HE;066429700;netznutzung@stadtwerke-schlitz.de;https://www.stadtwerke-schlitz.de;SNB987617847795;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB987617847795);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schneeberg GmbH;GmbH;Joseph-Haydn-Straße 5;08289;Schneeberg;SN;037723502430;info@stw-schneeberg-netz.de;https://www.stw-schneeberg-netz.de;SNB979429791342;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB979429791342);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schneverdingen-Neuenkirchen GmbH;GmbH;Harburger Straße 21;29640;Schneverdingen;NI;05193/9888-0;info@heidjers-stadtwerke.de;https://www.heidjers-stadtwerke.de;SNB950028563172;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB950028563172);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schorndorf GmbH;GmbH;Robert-Bosch-Straße 9;73614;Schorndorf;BW;+49 7181 96450-444;eeg-kwkg@stadtwerke-schorndorf.de;https://www.stadtwerke-schorndorf.de;SNB935144085258;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB935144085258);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schramberg GmbH ＆ Co. KG;GmbH & Co. KG;Gustav-Maier-Straße 11;78713;Schramberg;BW;+49 (07422) 9534380;netzzugang@stadtwerke-schramberg.de;https://www.stadtwerke-schramberg.de;SNB944999584793;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB944999584793);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schüttorf - Emsbüren GmbH;GmbH;Quendorfer Straße 34;48465;Schüttorf;NI;(05923) 8030;info@swse.de;https://www.swse.de;SNB944294076061;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB944294076061);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schwäbisch Gmünd GmbH;GmbH;Bürgerstraße 5;73525;Schwäbisch Gmünd;BW;07171 - 603 8100;info@stwgd.de;https://www.stwgd.de;SNB962618092306;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB962618092306);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schwarzenberg GmbH;GmbH;Straße der Einheit 42;08340;Schwarzenberg;SN;03774 1520-0;swszb@stadtwerke-schwarzenberg.de;https://www.stadtwerke-schwarzenberg.de;SNB985072256732;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB985072256732);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Schwerte GmbH;GmbH;Liethstraße 32-36;58239;Schwerte;NRW;023042030;netz@stadtwerke-schwerte.de;https://www.stadtwerke-schwerte.de;SNB932788203468;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB932788203468);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Senftenberg GmbH;GmbH;Laugkstraße 13-15;01968;Senftenberg;BB;03573 709310;kontakt@stadtwerke-senftenberg.de;https://www.stadtwerke-senftenberg.de;SNB995034381532;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB995034381532);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Soest GmbH;GmbH;Aldegreverwall 12;59494;Soest;NRW;02921392262;c.misch@stadtwerke-soest.de;https://www.stadtwerke-soest.de;SNB965118678667;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB965118678667);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Soltau GmbH ＆ Co. KG;GmbH & Co. KG;Weinberg 46;29614;Soltau;NI;+49519184400;MaStR@sw-soltau.de;https://www.sw-soltau.de;SNB947030954821;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB947030954821);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Sondershausen Netz GmbH;GmbH;Alexander-Puschkin-Promenade 26;99706;Sondershausen;TH;03632/6048831;netzgesellschaft@stadtwerke-sondershausen.de;https://www.netz.stadtwerke-sondershausen.de;SNB987483520273;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB987483520273);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Springe GmbH;GmbH;Biermannskamp 5;31832;Springe;NI;+49 (05041) 80 2840;service@stadtwerke-springe.de;https://www.stadtwerke-springe.de;SNB954187049256;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB954187049256);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher. TAB/Portal: Website-Recherche noetig.
Stadtwerke Stadtroda GmbH;GmbH;Breiter Weg 58;07646;Stadtroda;TH;+49 (036428) 4430;netz@stadtwerke-stadtroda.de;https://www.stadtwerke-stadtroda.de;SNB976240506834;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB976240506834);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Staßfurt GmbH;GmbH;Athenslebener Weg 15;39418;Staßfurt;ST;03925/9600;sharedservice@sw-stassfurt.de;https://www.stadtwerke-stassfurt.de;SNB910474681448;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB910474681448);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher. TAB/Portal: Website-Recherche noetig.
Stadtwerke Stockach GmbH;GmbH;Ablasswiesen 8;78333;Stockach;BW;07771/915270;k.stolz@stadtwerke-stockach.de;https://www.stadtwerke-stockach.de;SNB983384447602;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB983384447602);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Strausberg GmbH;GmbH;Kastanienallee 38;15344;Strausberg;BB;03341/345145;m.drieschner@ssg-strausberg.de;https://www.stadtwerke-strausberg.de;SNB975846871759;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB975846871759);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Sulzbach/Saar GmbH;GmbH;Sulzbachtalstraße 20;66280;Sulzbach;SL;06897/575130;EEG@stadtwerke-sulzbach.de;https://www.stadtwerke-sulzbach.de;SNB943261073362;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB943261073362);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Teterow GmbH;GmbH;Gasstr. 26;17166;Teterow;MV;0399615330;info@sw-teterow.de;https://www.stadtwerke-teterow.de;SNB932509765411;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB932509765411);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher. TAB/Portal: Website-Recherche noetig.
Stadtwerke Torgau GmbH;GmbH;Fischerdörfchen 11;04860;Torgau;SN;03421 741-625;christian.elschner@stadtwerke-torgau.de;https://www.stadtwerke-torgau.de;SNB933235634552;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB933235634552);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Tornesch - Netz GmbH;GmbH;Esinger Straße 1;25436;Tornesch;SH;04122 - 96 15 65;info@stadtwerke-tornesch-netz.com;https://www.stadtwerke-tornesch-netz.com;SNB914767582221;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB914767582221);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher. TAB/Portal: Website-Recherche noetig.
Stadtwerke Tuttlingen GmbH;GmbH;Bahnhofstraße 120;78532;Tuttlingen;BW;+49(0)746117020;energiedaten@swtenergie.de;https://www.swtenergie.de;SNB922074927642;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB922074927642);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Uelzen GmbH;GmbH;Im Neuen Felde 105;29525;Uelzen;NI;0581/960-0;mail@stadtwerke-uelzen.de;https://www.stadtwerke-uelzen.de;SNB965557517831;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB965557517831);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Unna GmbH;GmbH;Heinrich-Hertz-Straße 2;59423;Unna;NRW;02303/20010;energie-service@sw-unna.de;https://www.sw-unna.de;SNB944150243392;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB944150243392);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber. TAB/Portal: Website-Recherche noetig.
Stadtwerke Velten GmbH;GmbH;Viktoriastraße 12;16727;Velten;BB;03304 398619;netznutzung@stadtwerke-velten.de;https://www.stadtwerke-velten.de;SNB957440824454;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;MaStR Gesamtdatenexport 2026-09-18 (SNB957440824454);2026-09-18;Neu aus MaStR ergaenzt. MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber. TAB/Portal: Website-Recherche noetig.
